id_venda,id_produto,id_cliente,data_venda,quantidade,preco_unitario,desconto_percent,frete,data_venda_formatada,nome_produto,categoria,preco_custo,nome_cliente,estado,email
401,15,143,2025-04-05,6.0,135.41,5.0,49.95,05/04/2025,Carregador,Eletrônicos,453.52,Carlos José,MG,cliente143@email.com
402,1,180,2025-02-05,5.0,70.53,5.0,15.91,05/02/2025,Romance Pro,Eletrônicos,13.95,Carlos José,SP,cliente180@email.com
403,11,285,2025-02-06,4.0,242.79,0.0,7.44,06/02/2025,Carregador,Vestuário,128.98,Pedro  Santos,MG,cliente285@email.com
404,55,112,2025-02-07,3.0,219.57,5.0,39.66,07/02/2025,Camiseta,Eletrônicos,278.65,João Silva,ES,cliente112@email.com
405,2,230,2025-02-08,3.0,235.91,5.0,30.02,08/02/2025,Fone Pro,Eletrônicos,249.48,Pedro  Santos,SP,cliente230@email.com
406,65,21,2025-04-10,2.0,324.37,5.0,5.02,10/04/2025,Romance,Vestuário,201.41,Carlos José,MG,cliente21@email.com
407,44,145,2025-02-10,2.0,386.94,0.0,47.34,10/02/2025,Fone,Vestuário,465.36,Pedro  Santos,ES,cliente145@email.com
408,16,146,2025-02-11,7.0,609.94,0.0,3.9,11/02/2025,Camiseta,Vestuário,220.03,Ana Paula,ES,cliente146@email.com
409,22,166,2025-03-14,7.0,263.43,0.0,31.27,14/03/2025,Notebook,Alimentos,252.1,João Silva,SP,cliente166@email.com
410,18,140,2025-03-15,4.0,90.92,10.0,21.2,15/03/2025,Camiseta Premium,Alimentos,324.33,Ana Paula,MG,cliente140@email.com
411,47,203,2025-02-14,3.0,666.68,0.0,27.83,14/02/2025,Mesa,Alimentos,337.22,Ana Paula,MG,cliente203@email.com
412,30,244,2025-03-17,3.0,34.66,20.0,10.66,17/03/2025,Calça Jeans,Livros,375.12,Ana Paula,RJ,cliente244@email.com
413,10,113,2026-02-16,6.0,154.8,10.0,34.41,16/02/2026,Carregador,Eletrônicos,319.98,Pedro  Santos,SP,cliente113@email.com
414,58,201,2025-02-17,5.0,369.52,15.0,47.99,17/02/2025,Romance,Alimentos,131.82,Carlos José,ES,cliente201@email.com
415,62,259,2025-03-20,2.0,335.77,15.0,22.92,20/03/2025,Calça Jeans,Alimentos,315.81,Pedro  Santos,RJ,cliente259@email.com
416,80,255,2025-03-21,3.0,432.8,0.0,26.15,21/03/2025,Carregador,Eletrônicos,270.86,Ana Paula,MG,cliente255@email.com
417,6,23,2025-02-20,6.0,591.87,15.0,11.99,20/02/2025,Calça Jeans,Eletrônicos,361.87,Pedro  Santos,MG,cliente23@email.com
418,67,246,2025-02-21,1.0,579.08,5.0,44.59,21/02/2025,Mesa Pro,Livros,443.88,Carlos José,RJ,cliente246@email.com
419,41,87,2025-02-22,2.0,113.24,20.0,48.56,22/02/2025,Smartphone,Eletrônicos,189.48,Maria Souza,SP,cliente87@email.com
420,43,219,2025-04-24,1.0,420.89,20.0,39.31,24/04/2025,Carregador,Vestuário,422.89,Maria Souza,RJ,cliente219@email.com
421,77,27,2025-01-25,3.0,591.95,0.0,27.14,25/01/2025,Feijão,Vestuário,128.87,Carlos José,SP,cliente27@email.com
422,18,290,2025-02-25,4.0,514.31,0.0,47.84,25/02/2025,Camiseta Premium,Alimentos,324.33,Pedro  Santos,RJ,cliente290@email.com
423,58,289,2025-02-26,5.0,221.31,5.0,7.69,26/02/2025,Romance,Alimentos,131.82,,,
424,60,223,2025-02-27,3.0,28.6,10.0,23.92,27/02/2025,Camiseta,Eletrônicos,45.39,Carlos José,RJ,cliente223@email.com
425,27,178,2025-02-28,2.0,530.12,0.0,26.88,28/02/2025,Smartphone,Vestuário,237.62,Maria Souza,RJ,cliente178@email.com
426,68,148,2025-03-01,5.0,448.77,0.0,24.6,01/03/2025,Cadeira,Casa,18.67,Ana Paula,SP,cliente148@email.com
427,22,227,2025-03-02,1.0,245.09,0.0,40.12,02/03/2025,Notebook,Alimentos,252.1,Ana Paula,RJ,cliente227@email.com
428,24,186,2025-05-02,3.0,321.85,5.0,33.52,02/05/2025,Calça Jeans,Vestuário,385.43,João Silva,SP,cliente186@email.com
429,40,294,2025-03-04,2.0,611.95,0.0,6.33,04/03/2025,Cadeira,Vestuário,245.21,,,
430,74,41,2025-05-04,2.0,180.21,15.0,17.32,04/05/2025,Smartphone,Casa,491.01,Carlos José,SP,cliente41@email.com
431,66,191,2025-03-06,1.0,543.7,5.0,16.95,06/03/2025,Feijão Premium,Livros,30.13,Ana Paula,RJ,cliente191@email.com
432,40,79,2025-03-07,1.0,385.98,0.0,28.28,07/03/2025,Cadeira,Vestuário,245.21,Carlos José,MG,cliente79@email.com
433,6,205,2025-03-08,6.0,482.33,0.0,14.57,08/03/2025,Calça Jeans,Eletrônicos,361.87,Ana Paula,SP,cliente205@email.com
434,18,278,2025-03-09,3.0,163.23,5.0,5.86,09/03/2025,Camiseta Premium,Alimentos,324.33,Pedro  Santos,ES,cliente278@email.com
435,30,272,2026-03-10,1.0,433.35,15.0,32.68,10/03/2026,Calça Jeans,Livros,375.12,Pedro  Santos,MG,cliente272@email.com
436,21,32,2025-03-11,6.0,400.34,0.0,42.55,11/03/2025,Cadeiranan,,118.94,João Silva,SP,cliente32@email.com
437,62,142,2025-05-11,3.0,109.05,5.0,46.58,11/05/2025,Calça Jeans,Alimentos,315.81,Maria Souza,SP,cliente142@email.com
438,10,251,2025-03-13,4.0,337.49,20.0,48.63,13/03/2025,Carregador,Eletrônicos,319.98,Maria Souza,SP,cliente251@email.com
439,13,294,2025-05-13,0.0,335.97,0.0,39.06,13/05/2025,Fone,Vestuário,489.55,,,
440,76,98,2025-03-15,1.0,541.78,0.0,6.99,15/03/2025,Cadeira,Vestuário,430.9,Maria Souza,SP,cliente98@email.com
441,9,136,2025-05-15,3.0,407.07,0.0,42.66,15/05/2025,Feijão,Alimentos,256.86,,,
442,68,277,2025-04-16,4.0,28.61,0.0,20.0,16/04/2025,Cadeira,Casa,18.67,Maria Souza,SP,cliente277@email.com
443,39,43,2025-03-18,2.0,494.91,10.0,36.5,18/03/2025,Carregador,Livros,137.9,Maria Souza,RJ,cliente43@email.com
444,24,120,2025-03-19,1.0,191.2,0.0,26.56,19/03/2025,Calça Jeans,Vestuário,385.43,Carlos José,RJ,cliente120@email.com
445,34,220,2025-05-19,2.0,268.14,0.0,41.43,19/05/2025,Ficção Científica,Alimentos,288.28,Ana Paula,SP,cliente220@email.com
446,61,46,2025-02-19,7.0,62.19,0.0,21.28,19/02/2025,Romance,Eletrônicos,7.57,Maria Souza,SP,cliente46@email.com
447,41,236,2025-03-22,3.0,268.29,20.0,3.09,22/03/2025,Smartphone,Eletrônicos,189.48,João Silva,ES,cliente236@email.com
448,5,48,2025-04-22,1.0,328.81,10.0,27.84,22/04/2025,Fone Premium,Eletrônicos,373.36,Maria Souza,SP,cliente48@email.com
449,79,198,2026-03-24,2.0,105.52,0.0,8.56,24/03/2026,Smartphone,Casa,155.12,Pedro  Santos,MG,cliente198@email.com
450,50,84,2025-05-24,1.0,102.18,0.0,48.28,24/05/2025,Notebook,Alimentos,151.17,Maria Souza,ES,cliente84@email.com
451,4,31,2025-02-24,4.0,40.5,5.0,26.35,24/02/2025,Camiseta,Eletrônicos,186.4,Carlos José,SP,cliente31@email.com
452,51,161,2025-04-26,3.0,106.17,0.0,27.68,26/04/2025,Romance,Eletrônicos,164.66,Carlos José,SP,cliente161@email.com
453,52,71,2025-03-28,3.0,420.33,0.0,45.36,28/03/2025,Ficção Científica,Eletrônicos,425.09,Ana Paula,RJ,cliente71@email.com
454,39,8,2025-03-29,3.0,40.75,5.0,31.23,29/03/2025,Carregador,Livros,137.9,João Silva,RJ,cliente8@email.com
455,8,52,2025-03-30,3.0,456.5,0.0,15.14,30/03/2025,Notebook,Alimentos,273.56,João Silva,ES,cliente52@email.com
456,45,45,2025-04-30,4.0,473.68,0.0,14.8,30/04/2025,Ficção Científica,Livros,39.86,Ana Paula,RJ,cliente45@email.com
457,28,293,2025-05-01,3.0,601.95,20.0,25.08,01/05/2025,Ficção Científica Pro,Casa,143.38,João Silva,SP,cliente293@email.com
458,27,300,2025-04-02,2.0,252.38,0.0,43.33,02/04/2025,Smartphone,Vestuário,237.62,João Silva,SP,cliente300@email.com
459,65,38,2025-06-02,3.0,371.22,10.0,39.74,02/06/2025,Romance,Vestuário,201.41,,,
460,34,231,2025-05-04,5.0,485.96,0.0,48.14,04/05/2025,Ficção Científica,Alimentos,288.28,Pedro  Santos,MG,cliente231@email.com
461,62,262,2025-04-05,3.0,117.03,15.0,3.59,05/04/2025,Calça Jeans,Alimentos,315.81,João Silva,SP,cliente262@email.com
462,62,68,2025-04-06,5.0,101.08,0.0,13.42,06/04/2025,Calça Jeans,Alimentos,315.81,Pedro  Santos,MG,cliente68@email.com
463,38,179,2025-04-07,5.0,619.12,15.0,4.01,07/04/2025,Ficção Científica,Alimentos,99.5,Carlos José,MG,cliente179@email.com
464,26,186,2025-04-08,3.0,251.85,0.0,37.55,08/04/2025,Ficção Científica,Livros,497.3,João Silva,SP,cliente186@email.com
465,24,201,2025-04-09,2.0,17.33,5.0,7.04,09/04/2025,Calça Jeans,Vestuário,385.43,Carlos José,ES,cliente201@email.com
466,39,13,2025-04-10,2.0,87.78,10.0,4.99,10/04/2025,Carregador,Livros,137.9,Maria Souza,SP,cliente13@email.com
467,21,214,2025-04-11,2.0,594.81,0.0,28.08,11/04/2025,Cadeiranan,,118.94,Ana Paula,SP,cliente214@email.com
468,47,220,2025-04-12,3.0,347.55,0.0,20.57,12/04/2025,Mesa,Alimentos,337.22,Ana Paula,SP,cliente220@email.com
469,48,286,2025-04-13,1.0,499.54,20.0,35.76,13/04/2025,Cadeira,Eletrônicos,182.53,Carlos José,SP,cliente286@email.com
470,13,244,2025-04-14,3.0,401.53,20.0,24.35,14/04/2025,Fone,Vestuário,489.55,Ana Paula,RJ,cliente244@email.com
471,3,258,2025-05-15,1.0,13.81,0.0,21.27,15/05/2025,Arroz,Eletrônicos,93.52,Ana Paula,SP,cliente258@email.com
472,32,58,2025-04-16,0.0,214.32,0.0,21.28,16/04/2025,Notebook,Eletrônicos,168.72,Ana Paula,SP,cliente58@email.com
473,35,36,2026-04-17,5.0,647.99,0.0,43.59,17/04/2026,Carregador,Livros,490.26,Maria Souza,SP,cliente36@email.com
474,19,193,2025-03-19,2.0,376.83,0.0,19.76,19/03/2025,Romance,Vestuário,336.12,Carlos José,SP,cliente193@email.com
475,14,50,2025-04-19,3.0,572.23,0.0,16.67,19/04/2025,Mesa,Vestuário,245.94,Pedro  Santos,SP,cliente50@email.com
476,48,32,2025-04-20,3.0,222.41,5.0,16.93,20/04/2025,Cadeira,Eletrônicos,182.53,João Silva,SP,cliente32@email.com
477,68,98,2025-04-21,6.0,523.95,5.0,9.83,21/04/2025,Cadeira,Casa,18.67,Maria Souza,SP,cliente98@email.com
478,45,43,2025-04-22,4.0,550.97,0.0,43.03,22/04/2025,Ficção Científica,Livros,39.86,Maria Souza,RJ,cliente43@email.com
479,19,47,2025-04-23,5.0,508.45,5.0,7.33,23/04/2025,Romance,Vestuário,336.12,Ana Paula,SP,cliente47@email.com
480,64,270,2025-04-24,3.0,479.44,10.0,45.43,24/04/2025,Fone,Livros,40.12,Carlos José,MG,cliente270@email.com
481,66,63,2025-04-25,2.0,631.38,0.0,14.17,25/04/2025,Feijão Premium,Livros,30.13,Pedro  Santos,MG,cliente63@email.com
482,79,19,2025-04-26,3.0,200.2,0.0,44.97,26/04/2025,Smartphone,Casa,155.12,João Silva,SP,cliente19@email.com
483,66,101,2025-04-27,5.0,178.93,5.0,39.54,27/04/2025,Feijão Premium,Livros,30.13,Carlos José,ES,cliente101@email.com
484,75,37,2025-04-28,1.0,292.23,0.0,29.1,28/04/2025,Cadeira Pro,Eletrônicos,420.27,Maria Souza,MG,cliente37@email.com
485,45,107,2025-04-29,2.0,346.52,0.0,33.47,29/04/2025,Ficção Científica,Livros,39.86,Ana Paula,ES,cliente107@email.com
486,74,92,2025-04-30,4.0,239.91,0.0,16.29,30/04/2025,Smartphone,Casa,491.01,Maria Souza,RJ,cliente92@email.com
487,67,185,2025-05-01,2.0,640.6,0.0,28.71,01/05/2025,Mesa Pro,Livros,443.88,Ana Paula,SP,cliente185@email.com
488,69,216,2025-04-02,3.0,552.06,5.0,14.62,02/04/2025,Carregador Pro,Livros,291.54,,,
489,3,28,2025-05-03,5.0,112.09,5.0,20.11,03/05/2025,Arroz,Eletrônicos,93.52,João Silva,RJ,cliente28@email.com
490,38,36,2025-05-04,3.0,200.9,0.0,38.23,04/05/2025,Ficção Científica,Alimentos,99.5,Maria Souza,SP,cliente36@email.com
491,77,18,2025-05-05,1.0,196.47,0.0,12.2,05/05/2025,Feijão,Vestuário,128.87,Carlos José,SP,cliente18@email.com
492,42,196,2025-05-06,3.0,314.23,10.0,41.94,06/05/2025,Cadeira Pro,Casa,200.37,,,
493,40,78,2025-04-07,1.0,203.64,0.0,18.79,07/04/2025,Cadeira,Vestuário,245.21,Carlos José,RJ,cliente78@email.com
494,50,167,2025-06-07,2.0,594.01,5.0,26.61,07/06/2025,Notebook,Alimentos,151.17,Maria Souza,ES,cliente167@email.com
495,35,90,2025-05-09,2.0,367.63,15.0,47.1,09/05/2025,Carregador,Livros,490.26,Maria Souza,SP,cliente90@email.com
496,24,264,2025-06-09,1.0,156.25,0.0,34.06,09/06/2025,Calça Jeans,Vestuário,385.43,Ana Paula,SP,cliente264@email.com
497,17,208,2025-04-11,1.0,399.98,15.0,32.28,11/04/2025,Calça Jeans,Alimentos,178.29,João Silva,ES,cliente208@email.com
498,40,212,2026-05-12,2.0,289.41,15.0,35.58,12/05/2026,Cadeira,Vestuário,245.21,Ana Paula,SP,cliente212@email.com
499,74,271,2025-06-12,7.0,398.7,0.0,45.91,12/06/2025,Smartphone,Casa,491.01,Maria Souza,MG,cliente271@email.com
500,66,263,2025-06-13,3.0,370.46,0.0,12.43,13/06/2025,Feijão Premium,Livros,30.13,Carlos José,ES,cliente263@email.com
501,44,273,2025-05-15,3.0,470.11,0.0,30.66,15/05/2025,Fone,Vestuário,465.36,Carlos José,SP,cliente273@email.com
502,23,214,2025-05-16,3.0,378.11,0.0,20.02,16/05/2025,Mesa,Alimentos,288.14,Ana Paula,SP,cliente214@email.com
503,6,64,2025-05-17,4.0,404.57,15.0,0.59,17/05/2025,Calça Jeans,Eletrônicos,361.87,Ana Paula,SP,cliente64@email.com
504,66,12,2025-05-18,1.0,545.93,5.0,6.27,18/05/2025,Feijão Premium,Livros,30.13,Maria Souza,SP,cliente12@email.com
505,21,210,2025-05-19,4.0,278.1,0.0,16.25,19/05/2025,Cadeiranan,,118.94,Pedro  Santos,SP,cliente210@email.com
506,35,174,2025-05-20,2.0,236.46,0.0,28.25,20/05/2025,Carregador,Livros,490.26,João Silva,RJ,cliente174@email.com
507,29,256,2025-05-21,2.0,454.35,5.0,44.07,21/05/2025,Feijão,Vestuário,442.33,Carlos José,ES,cliente256@email.com
508,7,101,2025-06-21,0.0,363.67,5.0,39.56,21/06/2025,Camiseta,Eletrônicos,157.49,Carlos José,ES,cliente101@email.com
509,53,16,2026-05-23,1.0,157.49,10.0,27.67,23/05/2026,Carregador,Casa,72.63,João Silva,SP,cliente16@email.com
510,37,197,2025-05-24,2.0,541.25,0.0,3.69,24/05/2025,Notebook,Eletrônicos,156.32,Maria Souza,SP,cliente197@email.com
511,23,258,2025-05-25,2.0,249.1,15.0,14.3,25/05/2025,Mesa,Alimentos,288.14,Ana Paula,SP,cliente258@email.com
512,8,244,2025-07-25,5.0,422.29,0.0,18.34,25/07/2025,Notebook,Alimentos,273.56,Ana Paula,RJ,cliente244@email.com
513,76,249,2025-05-27,4.0,491.04,20.0,31.09,27/05/2025,Cadeira,Vestuário,430.9,Ana Paula,SP,cliente249@email.com
514,48,105,2025-07-27,2.0,170.83,15.0,3.25,27/07/2025,Cadeira,Eletrônicos,182.53,Carlos José,ES,cliente105@email.com
515,10,182,2025-05-29,2.0,31.49,0.0,26.51,29/05/2025,Carregador,Eletrônicos,319.98,Pedro  Santos,MG,cliente182@email.com
516,79,155,2025-05-30,3.0,86.37,5.0,45.07,30/05/2025,Smartphone,Casa,155.12,Carlos José,SP,cliente155@email.com
517,24,287,2025-05-01,5.0,184.77,15.0,35.27,01/05/2025,Calça Jeans,Vestuário,385.43,Maria Souza,MG,cliente287@email.com
518,47,169,2025-06-01,1.0,298.44,5.0,39.85,01/06/2025,Mesa,Alimentos,337.22,Ana Paula,MG,cliente169@email.com
519,53,47,2025-06-02,2.0,363.33,0.0,34.08,02/06/2025,Carregador,Casa,72.63,Ana Paula,SP,cliente47@email.com
520,39,43,2025-08-02,3.0,482.92,0.0,10.33,02/08/2025,Carregador,Livros,137.9,Maria Souza,RJ,cliente43@email.com
521,67,221,2025-06-04,0.0,252.49,0.0,5.52,04/06/2025,Mesa Pro,Livros,443.88,Carlos José,SP,cliente221@email.com
522,66,1,2025-06-05,3.0,16.21,0.0,41.47,05/06/2025,Feijão Premium,Livros,30.13,Pedro  Santos,RJ,cliente1@email.com
523,6,200,2025-05-07,5.0,255.13,20.0,34.78,07/05/2025,Calça Jeans,Eletrônicos,361.87,Carlos José,SP,cliente200@email.com
524,21,144,2025-06-07,2.0,121.55,0.0,28.75,07/06/2025,Cadeiranan,,118.94,Carlos José,RJ,cliente144@email.com
525,73,28,2025-08-07,3.0,600.16,20.0,9.46,07/08/2025,Romance,Casa,81.75,João Silva,RJ,cliente28@email.com
526,74,278,2025-06-09,2.0,425.79,10.0,30.17,09/06/2025,Smartphone,Casa,491.01,Pedro  Santos,ES,cliente278@email.com
527,36,41,2025-06-10,0.0,462.84,0.0,1.57,10/06/2025,Ficção Científica Pro,Vestuário,42.3,Carlos José,SP,cliente41@email.com
528,3,147,2025-06-11,7.0,445.24,5.0,5.94,11/06/2025,Arroz,Eletrônicos,93.52,João Silva,SP,cliente147@email.com
529,78,178,2025-06-12,5.0,16.12,15.0,15.59,12/06/2025,Cadeira,Vestuário,24.22,Maria Souza,RJ,cliente178@email.com
530,42,167,2026-06-13,0.0,145.65,5.0,22.19,13/06/2026,Cadeira Pro,Casa,200.37,Maria Souza,ES,cliente167@email.com
531,45,123,2026-06-14,3.0,295.0,0.0,6.03,14/06/2026,Ficção Científica,Livros,39.86,,,
532,44,74,2025-06-15,8.0,67.13,20.0,6.0,15/06/2025,Fone,Vestuário,465.36,João Silva,SP,cliente74@email.com
533,33,239,2025-07-16,4.0,368.9,0.0,36.29,16/07/2025,Calça Jeans,Vestuário,278.62,Pedro  Santos,MG,cliente239@email.com
534,60,249,2025-06-17,3.0,460.39,0.0,28.49,17/06/2025,Camiseta,Eletrônicos,45.39,Ana Paula,SP,cliente249@email.com
535,70,263,2025-06-18,2.0,611.15,0.0,26.69,18/06/2025,Carregador,Alimentos,222.04,Carlos José,ES,cliente263@email.com
536,77,252,2025-06-19,4.0,411.54,5.0,22.62,19/06/2025,Feijão,Vestuário,128.87,Ana Paula,SP,cliente252@email.com
537,26,111,2025-06-20,5.0,159.61,0.0,48.83,20/06/2025,Ficção Científica,Livros,497.3,Pedro  Santos,SP,cliente111@email.com
538,21,180,2025-06-21,3.0,459.54,15.0,2.49,21/06/2025,Cadeiranan,,118.94,Carlos José,SP,cliente180@email.com
539,2,188,2025-07-22,0.0,670.05,20.0,9.03,22/07/2025,Fone Pro,Eletrônicos,249.48,Carlos José,RJ,cliente188@email.com
540,47,207,2025-06-23,0.0,256.48,10.0,32.38,23/06/2025,Mesa,Alimentos,337.22,Carlos José,RJ,cliente207@email.com
541,30,234,2025-06-24,4.0,254.5,5.0,6.82,24/06/2025,Calça Jeans,Livros,375.12,Maria Souza,SP,cliente234@email.com
542,27,24,2025-06-25,5.0,550.12,10.0,29.47,25/06/2025,Smartphone,Vestuário,237.62,Ana Paula,MG,cliente24@email.com
543,71,26,2025-06-26,2.0,270.44,10.0,28.39,26/06/2025,Fone,Alimentos,337.65,Pedro  Santos,ES,cliente26@email.com
544,20,218,2025-07-27,3.0,192.56,20.0,48.55,27/07/2025,Romance,Vestuário,432.76,Carlos José,RJ,cliente218@email.com
545,50,10,2025-06-28,2.0,230.69,0.0,44.17,28/06/2025,Notebook,Alimentos,151.17,,,
546,23,17,2025-06-29,3.0,552.28,5.0,47.28,29/06/2025,Mesa,Alimentos,288.14,Carlos José,SP,cliente17@email.com
547,13,245,2025-06-30,5.0,467.86,15.0,5.68,30/06/2025,Fone,Vestuário,489.55,Ana Paula,SP,cliente245@email.com
548,4,206,2025-07-01,2.0,458.8,0.0,43.41,01/07/2025,Camiseta,Eletrônicos,186.4,Ana Paula,RJ,cliente206@email.com
549,14,258,2025-07-02,4.0,493.13,0.0,6.45,02/07/2025,Mesa,Vestuário,245.94,Ana Paula,SP,cliente258@email.com
550,20,112,2025-07-03,5.0,324.49,0.0,31.65,03/07/2025,Romance,Vestuário,432.76,João Silva,ES,cliente112@email.com
551,13,205,2025-08-03,2.0,74.56,20.0,36.0,03/08/2025,Fone,Vestuário,489.55,Ana Paula,SP,cliente205@email.com
552,3,27,2025-09-03,2.0,542.03,0.0,8.04,03/09/2025,Arroz,Eletrônicos,93.52,Carlos José,SP,cliente27@email.com
553,78,71,2025-07-06,6.0,197.85,0.0,31.63,06/07/2025,Cadeira,Vestuário,24.22,Ana Paula,RJ,cliente71@email.com
554,47,176,2025-07-07,0.0,363.9,0.0,2.62,07/07/2025,Mesa,Alimentos,337.22,Pedro  Santos,RJ,cliente176@email.com
555,3,202,2025-07-08,3.0,359.76,0.0,14.66,08/07/2025,Arroz,Eletrônicos,93.52,Maria Souza,SP,cliente202@email.com
556,1,248,2025-07-09,3.0,72.35,0.0,46.06,09/07/2025,Romance Pro,Eletrônicos,13.95,Ana Paula,ES,cliente248@email.com
557,24,118,2025-07-10,4.0,246.68,0.0,8.59,10/07/2025,Calça Jeans,Vestuário,385.43,,,
558,35,9,2025-07-11,3.0,30.02,0.0,3.26,11/07/2025,Carregador,Livros,490.26,Ana Paula,RJ,cliente9@email.com
559,14,86,2025-07-12,5.0,75.68,10.0,22.18,12/07/2025,Mesa,Vestuário,245.94,,,
560,67,23,2025-07-13,2.0,726.49,10.0,42.53,13/07/2025,Mesa Pro,Livros,443.88,Pedro  Santos,MG,cliente23@email.com
561,13,240,2025-07-14,3.0,38.33,0.0,3.83,14/07/2025,Fone,Vestuário,489.55,João Silva,RJ,cliente240@email.com
562,47,73,2025-07-15,1.0,385.54,10.0,17.78,15/07/2025,Mesa,Alimentos,337.22,João Silva,SP,cliente73@email.com
563,50,27,2025-07-16,2.0,112.3,10.0,44.99,16/07/2025,Notebook,Alimentos,151.17,Carlos José,SP,cliente27@email.com
564,78,81,2025-07-17,4.0,725.27,10.0,5.91,17/07/2025,Cadeira,Vestuário,24.22,Maria Souza,MG,cliente81@email.com
565,26,84,2025-07-18,4.0,540.61,0.0,15.53,18/07/2025,Ficção Científica,Livros,497.3,Maria Souza,ES,cliente84@email.com
566,3,199,2025-09-17,2.0,205.83,5.0,38.92,17/09/2025,Arroz,Eletrônicos,93.52,Pedro  Santos,RJ,cliente199@email.com
567,51,43,2025-07-20,1.0,60.73,15.0,27.16,20/07/2025,Romance,Eletrônicos,164.66,Maria Souza,RJ,cliente43@email.com
568,40,263,2025-06-21,2.0,562.85,10.0,41.62,21/06/2025,Cadeira,Vestuário,245.21,Carlos José,ES,cliente263@email.com
569,68,92,2025-07-22,2.0,664.01,10.0,5.58,22/07/2025,Cadeira,Casa,18.67,Maria Souza,RJ,cliente92@email.com
570,36,84,2025-09-21,1.0,598.66,5.0,46.03,21/09/2025,Ficção Científica Pro,Vestuário,42.3,Maria Souza,ES,cliente84@email.com
571,51,300,2025-07-24,3.0,510.93,5.0,46.75,24/07/2025,Romance,Eletrônicos,164.66,João Silva,SP,cliente300@email.com
572,1,296,2025-08-24,1.0,200.5,15.0,7.77,24/08/2025,Romance Pro,Eletrônicos,13.95,Pedro  Santos,SP,cliente296@email.com
573,33,135,2025-08-25,1.0,517.51,0.0,1.69,25/08/2025,Calça Jeans,Vestuário,278.62,João Silva,SP,cliente135@email.com
574,7,281,2025-07-27,4.0,24.68,10.0,49.49,27/07/2025,Camiseta,Eletrônicos,157.49,João Silva,MG,cliente281@email.com
575,52,59,2025-07-28,4.0,448.26,0.0,24.11,28/07/2025,Ficção Científica,Eletrônicos,425.09,Pedro  Santos,SP,cliente59@email.com
576,11,241,2025-07-29,3.0,136.99,15.0,28.6,29/07/2025,Carregador,Vestuário,128.98,Pedro  Santos,MG,cliente241@email.com
577,27,98,2025-07-30,2.0,147.65,0.0,30.8,30/07/2025,Smartphone,Vestuário,237.62,Maria Souza,SP,cliente98@email.com
578,14,62,2025-07-31,4.0,33.37,0.0,39.48,31/07/2025,Mesa,Vestuário,245.94,Maria Souza,ES,cliente62@email.com
579,80,264,2025-08-01,4.0,226.63,10.0,40.6,01/08/2025,Carregador,Eletrônicos,270.86,Ana Paula,SP,cliente264@email.com
580,46,113,2025-08-02,5.0,17.03,20.0,9.7,02/08/2025,Smartphone,Alimentos,108.41,Pedro  Santos,SP,cliente113@email.com
581,76,146,2025-08-03,4.0,542.97,5.0,11.83,03/08/2025,Cadeira,Vestuário,430.9,Ana Paula,ES,cliente146@email.com
582,10,216,2025-09-03,1.0,483.57,5.0,43.84,03/09/2025,Carregador,Eletrônicos,319.98,,,
583,24,256,2025-08-05,2.0,204.72,0.0,40.98,05/08/2025,Calça Jeans,Vestuário,385.43,Carlos José,ES,cliente256@email.com
584,61,258,2025-07-07,1.0,236.76,10.0,30.88,07/07/2025,Romance,Eletrônicos,7.57,Ana Paula,SP,cliente258@email.com
585,18,194,2025-08-07,1.0,207.79,10.0,49.73,07/08/2025,Camiseta Premium,Alimentos,324.33,Ana Paula,SP,cliente194@email.com
586,9,14,2025-08-08,4.0,100.09,0.0,36.76,08/08/2025,Feijão,Alimentos,256.86,João Silva,RJ,cliente14@email.com
587,17,103,2025-08-09,2.0,614.06,0.0,10.79,09/08/2025,Calça Jeans,Alimentos,178.29,João Silva,SP,cliente103@email.com
588,58,245,2025-08-10,2.0,418.8,15.0,42.33,10/08/2025,Romance,Alimentos,131.82,Ana Paula,SP,cliente245@email.com
589,13,245,2025-10-10,3.0,379.88,5.0,20.74,10/10/2025,Fone,Vestuário,489.55,Ana Paula,SP,cliente245@email.com
590,50,268,2025-08-12,0.0,206.95,5.0,1.81,12/08/2025,Notebook,Alimentos,151.17,Carlos José,SP,cliente268@email.com
591,6,224,2025-09-12,2.0,450.75,15.0,16.07,12/09/2025,Calça Jeans,Eletrônicos,361.87,Carlos José,SP,cliente224@email.com
592,51,220,2025-08-14,3.0,263.29,0.0,38.18,14/08/2025,Romance,Eletrônicos,164.66,Ana Paula,SP,cliente220@email.com
593,36,217,2025-08-15,1.0,69.99,0.0,48.01,15/08/2025,Ficção Científica Pro,Vestuário,42.3,João Silva,ES,cliente217@email.com
594,71,4,2025-08-16,6.0,51.3,15.0,13.81,16/08/2025,Fone,Alimentos,337.65,Maria Souza,SP,cliente4@email.com
595,25,36,2025-08-17,1.0,69.45,5.0,12.33,17/08/2025,Carregador,Eletrônicos,26.58,Maria Souza,SP,cliente36@email.com
596,11,178,2025-08-18,2.0,45.13,0.0,28.18,18/08/2025,Carregador,Vestuário,128.98,Maria Souza,RJ,cliente178@email.com
597,44,257,2025-08-19,5.0,531.9,5.0,40.58,19/08/2025,Fone,Vestuário,465.36,João Silva,RJ,cliente257@email.com
598,14,17,2025-08-20,2.0,332.11,5.0,37.33,20/08/2025,Mesa,Vestuário,245.94,Carlos José,SP,cliente17@email.com
